C1,C2,C3
0.37823403143410134,0.5919602072638932,0.029805761302005487
0.13878759971350832,0.8488133453904169,0.012399054896074829
0.05303328741951276,0.9429687472311951,0.003997965349292111
0.29952857897813817,0.6223325760846811,0.07813884493718085
0.30351225524995096,0.6216242693761351,0.07486347537391386
0.5914429446981962,0.3814870425108784,0.027070012790925337
0.16824498953510808,0.8091820773789773,0.022572933085914647
0.5868487712511734,0.3855738869120878,0.02757734183673874
0.29309190434390886,0.6392934699117482,0.06761462574434289
0.3644080105299566,0.6258646468386332,0.009727342631410183
0.1432871209229913,0.8396732003359763,0.017039678741032373
0.21842580579295895,0.7471334015584571,0.034440792648583844
0.5466841256837842,0.4431903128754278,0.010125561440787955
0.4509066933507868,0.5383474044268308,0.010745902222382376
0.11660910570901513,0.8730727651796424,0.010318129111342438
0.21279122121309912,0.7577135753581358,0.029495203428764993
0.24458715947448909,0.7133099025325518,0.04210293799295927
0.29998052995608004,0.6228825022727689,0.07713696777115113
0.13252234547479094,0.8550711282760748,0.012406526249134303
0.3098296020749475,0.6804911260683447,0.009679271856707746
0.3220361758097499,0.6545105975886251,0.023453226601625046
0.2662536176342618,0.6790927357179891,0.05465364664774902
0.2034527662692319,0.7718501807404071,0.02469705299036089
0.07097832639372803,0.9237350668423303,0.005286606763941774
0.634542378678251,0.35332010155677196,0.012137519764976942
0.11377786076502519,0.8743332067678498,0.01188893246712521
0.1552255242441783,0.8260281301690303,0.01874634558679136
0.16772578983696187,0.8149062144706097,0.01736799569242828
0.46934213183443646,0.5107896099621424,0.019868258203421127
0.18367702873588412,0.7902722794629712,0.02605069180114471
0.19220221850184807,0.780918948840222,0.026878832657930004
0.12382812542002396,0.8648890618110058,0.01128281276897026
0.3239259220634853,0.6626661831435603,0.013407894792954348
0.021747500361986406,0.9768999457638371,0.0013525538741763635
0.20611536235186095,0.7729322735765969,0.020952364071542245
0.408255252301166,0.5766510473854469,0.015093700313387038
